method,num_images,seed,conf_thres_value,num_points,sampling_mode,near_filtering_strength,near_filtering_quorum,reconstruct_pose_opt,optimisation_iterations,optimisation_neighbourhood,image_mode,num_cameras,gt_eval,use_gt_extrinsics,use_gt_intrinsics,use_gt_points,pose_opt,pose_opt_module,eval_opt,depth_loss_mode,error_opa,depth_lambda,depth_conf_mode,depth_conf_shifted,loss_multiplier,pose_loss_multiplier,choice,dataset,camera_type,copy_mode,val_step,num_steps,colmap_mode,splatting_strategy,camera_src,pcd_src,align_mode,align_glue,shared_camera,keep_backup_cams,random_init,use_ba,feature_extractor,max_ba_iterations,source,dataset_collection,psnr,lpips,ssim,num_GS,eval_rte,eval_rre,depth_l1,depth_abs_rel,quality,avge,real_num_points,file_path,gsplat_file_path,folder,rre,rte,num_aligned,alignment_scale,pred_depth_l1,pred_depth_absrel,pred_depth_rmse,sfm_file_path,input_folder,output_folder,initial_points,plot_series
combined,87,42,0.0,87000,confidence,,,,0,10,farthestpose,,,,,,,,,,,0.0,,False,1.0,1.0,vggt,drums,,,,,default,MCMC,COLMAP Cams,Both Pcds,Global Alignment,,Shared Cam,,,,,,sfm,synthetic,,,,,,,,,,,,/home/ojab2/work/git/vggt/combined_outputs/drums_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_confidence_farthestpose_sharedcam/eval_results.json,,drums_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_confidence_farthestpose_sharedcam,0.1528,0.009899,79,0.837402,0.0623,0.0172,0.1418,/home/ojab2/work/git/vggt/combined_outputs/drums_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_confidence_farthestpose_sharedcam/eval_results.json,drums_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_confidence_farthestpose_sharedcam,,,combined | COLMAP Cams | Both Pcds | confidence
combined,87,42,0.0,87000,random,,,,0,10,farthestpose,,,,,,,,,,,0.0,,False,1.0,1.0,vggt,drums,,,,,default,MCMC,COLMAP Cams,Both Pcds,Global Alignment,,Shared Cam,,,,,,sfm,synthetic,,,,,,,,,,,,/home/ojab2/work/git/vggt/combined_outputs/drums_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_random_farthestpose_sharedcam/eval_results.json,,drums_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_random_farthestpose_sharedcam,0.1528,0.009899,79,0.837402,0.0623,0.0172,0.1418,/home/ojab2/work/git/vggt/combined_outputs/drums_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_random_farthestpose_sharedcam/eval_results.json,drums_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_random_farthestpose_sharedcam,,,combined | COLMAP Cams | Both Pcds | random
combined,87,42,0.0,87000,voxels,,,,0,10,farthestpose,,,,,,,,,,,0.0,,False,1.0,1.0,vggt,drums,,,,,default,MCMC,COLMAP Cams,Both Pcds,Global Alignment,,Shared Cam,,,,,,sfm,synthetic,,,,,,,,,,,,/home/ojab2/work/git/vggt/combined_outputs/drums_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_voxels_farthestpose_sharedcam/eval_results.json,,drums_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_voxels_farthestpose_sharedcam,0.1528,0.009899,79,0.837402,0.0623,0.0172,0.1418,/home/ojab2/work/git/vggt/combined_outputs/drums_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_voxels_farthestpose_sharedcam/eval_results.json,drums_1_n87_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p87000_voxels_farthestpose_sharedcam,,,combined | COLMAP Cams | Both Pcds | voxels
combined,87,42,0.0,87000,confidence,,,,0,10,farthestpose,,,,,,,,,,,0.0,,False,1.0,1.0,vggt,drums,,,,,default,MCMC,COLMAP Cams,VGGT Pcd,Global Alignment,,Shared Cam,,,,,,sfm,synthetic,,,,,,,,,,,,/home/ojab2/work/git/vggt/combined_outputs/drums_1_n87_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p87000_confidence_farthestpose_sharedcam/eval_results.json,,drums_1_n87_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p87000_confidence_farthestpose_sharedcam,0.1528,0.009899,79,0.837402,0.0623,0.0172,0.1418,/home/ojab2/work/git/vggt/combined_outputs/drums_1_n87_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p87000_confidence_farthestpose_sharedcam/eval_results.json,drums_1_n87_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p87000_confidence_farthestpose_sharedcam,,,combined | COLMAP Cams | VGGT Pcd | confidence
combined,87,42,0.0,87000,random,,,,0,10,farthestpose,,,,,,,,,,,0.0,,False,1.0,1.0,vggt,drums,,,,,default,MCMC,COLMAP Cams,VGGT Pcd,Global Alignment,,Shared Cam,,,,,,sfm,synthetic,,,,,,,,,,,,/home/ojab2/work/git/vggt/combined_outputs/drums_1_n87_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p87000_random_farthestpose_sharedcam/eval_results.json,,drums_1_n87_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p87000_random_farthestpose_sharedcam,0.1528,0.009899,79,0.837402,0.0623,0.0172,0.1418,/home/ojab2/work/git/vggt/combined_outputs/drums_1_n87_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p87000_random_farthestpose_sharedcam/eval_results.json,drums_1_n87_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p87000_random_farthestpose_sharedcam,,,combined | COLMAP Cams | VGGT Pcd | random
combined,87,42,0.0,87000,voxels,,,,0,10,farthestpose,,,,,,,,,,,0.0,,False,1.0,1.0,vggt,drums,,,,,default,MCMC,COLMAP Cams,VGGT Pcd,Global Alignment,,Shared Cam,,,,,,sfm,synthetic,,,,,,,,,,,,/home/ojab2/work/git/vggt/combined_outputs/drums_1_n87_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p87000_voxels_farthestpose_sharedcam/eval_results.json,,drums_1_n87_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p87000_voxels_farthestpose_sharedcam,0.1528,0.009899,79,0.837402,0.0623,0.0172,0.1418,/home/ojab2/work/git/vggt/combined_outputs/drums_1_n87_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p87000_voxels_farthestpose_sharedcam/eval_results.json,drums_1_n87_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p87000_voxels_farthestpose_sharedcam,,,combined | COLMAP Cams | VGGT Pcd | voxels
vggt,87,42,0.0,87000,confidence,,,,0,10,farthestpose,87,GT Eval,,,,Pose Opt,,,,,0.0,,False,1.0,1.0,vggt,drums,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,synthetic,20.873910903930664,0.08522767573595047,0.8683367967605591,1000000,0.0031097140163183212,0.1160699874162674,0.07789193093776703,0.01755652204155922,0.748176274137345,0.15208640055895445,87000,/home/ojab2/work/git/gsplat/results/vggt_outputs/drums_1_n87_s42_c0.0_p87000_confidence_farthestpose_i87_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/drums_1_n87_s42_c0.0_p87000_confidence_farthestpose_i87_gteval_poseopt_steps15000/stats/val_step14999.json,drums_1_n87_s42_c0.0_p87000_confidence_farthestpose_i87_gteval_poseopt_steps15000,0.173,0.01002,87,3.881439,,,,/home/ojab2/work/git/vggt/vggt_outputs/drums_1_n87_s42_c0.0_p87000_confidence_farthestpose/eval_results.json,drums_1_n87_s42_c0.0_p87000_confidence_farthestpose,drums_1_n87_s42_c0.0_p87000_confidence_farthestpose_i87_gteval_poseopt_steps15000_val_step14999.json,87000,vggt |  |  | confidence
vggt,87,42,0.0,87000,random,,,,0,10,farthestpose,87,GT Eval,,,,Pose Opt,,,,,0.0,,False,1.0,1.0,vggt,drums,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,synthetic,20.82868766784668,0.08489738404750824,0.867317259311676,1000000,0.003112764097750187,0.11680243164300919,0.07827773690223694,0.017644401639699936,0.7469464698304131,0.15247222720723957,87000,/home/ojab2/work/git/gsplat/results/vggt_outputs/drums_1_n87_s42_c0.0_p87000_random_farthestpose_i87_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/drums_1_n87_s42_c0.0_p87000_random_farthestpose_i87_gteval_poseopt_steps15000/stats/val_step14999.json,drums_1_n87_s42_c0.0_p87000_random_farthestpose_i87_gteval_poseopt_steps15000,0.173,0.01002,87,3.881439,,,,/home/ojab2/work/git/vggt/vggt_outputs/drums_1_n87_s42_c0.0_p87000_random_farthestpose/eval_results.json,drums_1_n87_s42_c0.0_p87000_random_farthestpose,drums_1_n87_s42_c0.0_p87000_random_farthestpose_i87_gteval_poseopt_steps15000_val_step14999.json,87000,vggt |  |  | random
vggt,87,42,0.0,87000,voxels,,,,0,10,farthestpose,87,GT Eval,,,,Pose Opt,,,,,0.0,,False,1.0,1.0,vggt,drums,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,synthetic,20.8713321685791,0.08494403213262558,0.8681344389915466,1000000,0.003111577592790127,0.11604703962802887,0.07852306962013245,0.017697518691420555,0.748185270546395,0.15208638320019036,85509,/home/ojab2/work/git/gsplat/results/vggt_outputs/drums_1_n87_s42_c0.0_p87000_voxels_farthestpose_i87_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/drums_1_n87_s42_c0.0_p87000_voxels_farthestpose_i87_gteval_poseopt_steps15000/stats/val_step14999.json,drums_1_n87_s42_c0.0_p87000_voxels_farthestpose_i87_gteval_poseopt_steps15000,0.173,0.01002,87,3.881439,,,,/home/ojab2/work/git/vggt/vggt_outputs/drums_1_n87_s42_c0.0_p87000_voxels_farthestpose/eval_results.json,drums_1_n87_s42_c0.0_p87000_voxels_farthestpose,drums_1_n87_s42_c0.0_p87000_voxels_farthestpose_i87_gteval_poseopt_steps15000_val_step14999.json,85509,vggt |  |  | voxels
colmap,87,42,,3866,,,,,0,10,farthestpose,87,GT Eval,,,,Pose Opt,,,,,0.0,,False,1.0,1.0,colmap,drums,pinhole,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,,gsplat,synthetic,22.8007869720459,0.08921363204717636,0.906125545501709,1000000,0.0019269566982984543,0.09517744928598404,0.015581444837152958,0.016012171283364296,0.8034973809032024,0.13361671317880486,3866,/home/ojab2/work/git/gsplat/results/colmap_outputs/drums_1_n87_s42_default_mpinhole_farthestpose_sharedcam_i87_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/drums_1_n87_s42_default_mpinhole_farthestpose_sharedcam_i87_gteval_poseopt_steps15000/stats/val_step14999.json,drums_1_n87_s42_default_mpinhole_farthestpose_sharedcam_i87_gteval_poseopt_steps15000,0.1528,0.009899,79,0.837402,,,,/home/ojab2/work/git/vggt/colmap_outputs/drums_1_n87_s42_default_mpinhole_farthestpose_sharedcam/eval_results.json,drums_1_n87_s42_default_mpinhole_farthestpose_sharedcam,drums_1_n87_s42_default_mpinhole_farthestpose_sharedcam_i87_gteval_poseopt_steps15000_val_step14999.json,3866,colmap |  |  | 
