choice,random_init,pcd_src,real_num_points,use_ba,eval_rre,eval_rte,psnr,ssim,lpips
VGGT,Random Init,,16687,Use BA,0.791700005531311,0.011111999861896038,17.1506290435791,0.2874867618083954,0.5674937963485718
VGGT,Random Init,,110000,Use BA,0.791700005531311,0.011111999861896038,16.842824935913086,0.2738901376724243,0.554825484752655
VGGT,,colmappcd,16687,Use BA,0.791700005531311,0.011111999861896038,17.079917907714844,0.2779931128025055,0.5094649195671082
VGGT,,,16687,Use BA,0.791700005531311,0.011111999861896038,17.056121826171875,0.2747613191604614,0.49112197756767273
VGGT,,,110000,Use BA,0.791700005531311,0.011111999861896038,16.907094955444336,0.24662408232688904,0.4187200367450714
