Choice,Sampling Mode,Cam Src,Pcd Src,Validation Step RRE ↓,Validation Step RTE ↓,PSNR ↑,LPIPS ↓,SSIM ↑,Composite Quality ↑
COLMAP,random,colmapcams,bothpcd,0.10489999502897263,0.004348000045865774,21.00432777404785,0.25988173484802246,0.49782058596611023,0.42610410709827273
COLMAP,random,colmapcams,vggtpcd,0.10489999502897263,0.004348000045865774,20.754554748535156,0.27392256259918213,0.48566633462905884,0.40570375375580375
VGGT,random,vggtcams,bothpcd,0.8569999933242798,0.015425998717546463,17.24372673034668,0.4321959316730499,0.2571732699871063,0.1093671343170102
VGGT,random,vggtcams,colmappcd,0.8569999933242798,0.015425998717546463,17.383991241455078,0.5197116136550903,0.28758376836776733,0.07572651653029534
