choice,dataset,num_images,rre,rte,psnr,lpips,ssim,num_aligned
COLMAP,bonsai,40,1.264,0.122388,16.021272659301758,0.47918105125427246,0.5187664031982422,34
COLMAP,bonsai,50,0.2274,0.036933,19.56189727783203,0.3011001944541931,0.6085438132286072,50
COLMAP,bonsai,60,0.2129,0.012431,20.666831970214844,0.2531079649925232,0.6391506195068359,60
COLMAP,bonsai,70,0.2295,0.012152,20.396320343017578,0.2565770745277405,0.6297097206115723,70
COLMAP,bonsai,80,0.2543,0.014815,20.760934829711914,0.2436372935771942,0.6288368701934814,80
COLMAP,bonsai,90,0.187,0.059543,21.677244186401367,0.22065772116184235,0.6703037619590759,90
COLMAP,bonsai,100,0.1581,0.013152,22.422779083251953,0.20355287194252014,0.6968405842781067,100
VGGT,bonsai,10,1.2121,0.105759,14.42611312866211,0.5631312131881714,0.43384119868278503,10
VGGT,bonsai,20,0.8715,0.105606,16.017148971557617,0.48860669136047363,0.4894988238811493,20
VGGT,bonsai,30,1.0012,0.109652,16.074045181274414,0.4852883815765381,0.49895143508911133,30
VGGT,bonsai,40,0.891,0.103772,16.336158752441406,0.4692293703556061,0.5162447690963745,40
VGGT,bonsai,50,0.8635,0.099994,16.56155014038086,0.45917990803718567,0.528039813041687,50
VGGT,bonsai,60,0.8639,0.103497,16.860124588012695,0.4490773677825928,0.5395917892456055,60
VGGT,bonsai,70,0.9346,0.110179,16.97511863708496,0.4453144669532776,0.5463118553161621,70
VGGT,bonsai,80,0.9018,0.111718,17.383541107177734,0.43095341324806213,0.5610812306404114,80
VGGT,bonsai,90,0.8837,0.108772,17.472976684570312,0.43290427327156067,0.5653639435768127,90
VGGT,bonsai,100,0.7215,0.105749,17.731338500976562,0.4183982312679291,0.5749688744544983,100
COLMAP,lego,20,111.3893,0.022876,10.803786277770996,0.5119118690490723,0.6756448745727539,3
COLMAP,lego,30,132.5397,3.729538,10.754471778869629,0.5123341083526611,0.6750344038009644,19
COLMAP,lego,40,173.622,3.771985,10.87772274017334,0.5230934023857117,0.6327624917030334,36
COLMAP,lego,50,144.652,3.618531,10.931468963623047,0.5264056324958801,0.5981243252754211,42
COLMAP,lego,60,147.8803,3.623879,10.869637489318848,0.5229114890098572,0.6601412296295166,51
COLMAP,lego,70,0.2026,0.01069,21.826129913330078,0.06788375228643417,0.8252301812171936,70
COLMAP,lego,80,15.3915,0.895301,10.938504219055176,0.47431427240371704,0.5621680617332458,80
COLMAP,lego,87,10.4269,0.396164,24.951248168945312,0.057750023901462555,0.8941664099693298,87
VGGT,lego,10,2.5484,0.158437,13.423620223999023,0.3575372099876404,0.6043076515197754,10
VGGT,lego,20,2.282,0.136623,13.51085090637207,0.33849838376045227,0.6098172664642334,20
VGGT,lego,30,2.2232,0.131161,13.875818252563477,0.31835925579071045,0.6239250302314758,30
VGGT,lego,40,1.3375,0.068919,14.37865161895752,0.27628257870674133,0.6544467806816101,40
VGGT,lego,50,0.901,0.041792,15.187575340270996,0.2324674129486084,0.6850805878639221,50
VGGT,lego,60,0.6029,0.028582,16.231658935546875,0.18868233263492584,0.7087209820747375,60
VGGT,lego,70,0.4393,0.021293,18.4581356048584,0.12580247223377228,0.7528975605964661,70
VGGT,lego,80,0.347,0.019011,19.914697647094727,0.10276784002780914,0.7650076150894165,80
VGGT,lego,87,0.2976,0.018838,20.5725154876709,0.09495189040899277,0.7736919522285461,87
